row_id,user_email,user_full_name,user_phone,user_city,user_status,blood_type,donor_level,last_donation_date,preferred_channel,campaign_name,campaign_city,campaign_start_date,campaign_end_date,appointment_scheduled_at,appointment_status,appointment_location,notification_channel,notification_message,notification_status,notification_sent_at,ticket_id,ticket_subject,ticket_category,ticket_priority,ticket_status,ticket_tag_1,ticket_tag_2,ticket_tag_3,event_type,event_at,message_author_type,message_author_name,message_body,attachment_url,related_type,related_ref
150,user104@mail.com,Paula Navarro,3405153195,Bogota,ACTIVE,B-,GOLD,2025-11-26,SMS,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000082,No veo la campaña en mi ciudad,OTHER,P1,OPEN,reschedule,sms,ui,TICKET_MESSAGE,2026-02-17 20:31:00,AGENT,Support Maria,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000254
151,user037@mail.com,Paula Gomez,3729806990,Medellin,INACTIVE,A+,SILVER,2025-10-17,WHATSAPP,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000004,No puedo reprogramar mi cita,OTHER,P1,CLOSED,ui,sms,bug,TICKET_STATUS_CHANGED,2026-02-18 23:27:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,NOTIFICATION,NOTIF-000180
152,user126@mail.com,Juan Perez,3972896230,Itagui,ACTIVE,A-,BRONZE,2025-12-22,EMAIL,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000071,No puedo actualizar mis datos,APPOINTMENTS,P2,OPEN,failed,,,TICKET_CREATED,2026-02-14 23:34:00,USER,Juan Perez,No me funciona desde ayer.,,APPOINTMENT,APPT-000017
153,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000008,Problema con verificación de correo,ACCOUNT,P1,OPEN,whatsapp,provider,,TICKET_MESSAGE,2026-02-12 18:12:00,AGENT,Support Lina,Voy a escalarlo al proveedor.,,APPOINTMENT,APPT-000189
154,user054@mail.com,Maria Rojas,3139904902,Sabaneta,INACTIVE,B+,BRONZE,2026-01-28,EMAIL,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000079,Me aparece mi cuenta duplicada,APPOINTMENTS,P2,OPEN,failed,,,TICKET_MESSAGE,2026-02-14 01:29:00,AGENT,Support Lina,"Ya validé el estado, te cuento:",,NOTIFICATION,NOTIF-000273
155,user151@mail.com,Santiago Herrera,3235369378,Bello,ACTIVE,B+,SILVER,2026-02-12,SMS,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000074,Problema con verificación de correo,CAMPAIGNS,P4,IN_PROGRESS,timezone,,,TICKET_STATUS_CHANGED,2026-02-17 11:46:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000308
156,user062@mail.com,Sara Rojas,3262174596,Bello,ACTIVE,B-,GOLD,2026-01-15,EMAIL,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000091,Me aparece mi cuenta duplicada,CAMPAIGNS,P1,RESOLVED,sms,,,TICKET_STATUS_CHANGED,2026-02-20 06:34:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000274
157,user158@mail.com,Sofia Mejia,3142939685,Sabaneta,ACTIVE,O-,GOLD,2025-11-28,WHATSAPP,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000076,Error al confirmar cita,CAMPAIGNS,P1,RESOLVED,verification,bug,reschedule,TICKET_STATUS_CHANGED,2026-02-19 18:36:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000287
158,user096@mail.com,Andres Torres,3888059296,Bogota,ACTIVE,A+,GOLD,2026-02-07,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000057,No veo la campaña en mi ciudad,CAMPAIGNS,P4,OPEN,timezone,failed,access,TICKET_MESSAGE,2026-02-18 15:43:00,USER,Andres Torres,Adjunto evidencia.,https://example.local/att/evidence.png,APPOINTMENT,APPT-000084
159,user074@mail.com,Sofia Ramirez,3183933529,Medellin,ACTIVE,A+,BRONZE,2026-01-17,EMAIL,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000037,Me aparece mi cuenta duplicada,APPOINTMENTS,P1,OPEN,failed,duplicate,provider,TICKET_MESSAGE,2026-02-16 16:04:00,USER,Sofia Ramirez,"Sí, confirmo los datos.",https://example.local/att/evidence.png,APPOINTMENT,APPT-000386
160,user066@mail.com,Andres Arias,3474367136,Itagui,ACTIVE,B+,GOLD,2025-11-15,WHATSAPP,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000030,Me aparece mi cuenta duplicada,CAMPAIGNS,P3,OPEN,ui,failed,,TICKET_MESSAGE,2026-02-11 15:05:00,USER,Andres Arias,"Sí, confirmo los datos.",,NOTIFICATION,NOTIF-000026
161,user012@mail.com,Juan Vargas,3150983930,Medellin,ACTIVE,A-,BRONZE,2025-09-09,EMAIL,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000046,No puedo reprogramar mi cita,OTHER,P2,OPEN,ui,provider,whatsapp,TICKET_MESSAGE,2026-02-12 01:59:00,AGENT,Support Juan,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000294
162,user147@mail.com,Santiago Arias,3882634351,Sabaneta,ACTIVE,O-,GOLD,2025-10-19,WHATSAPP,Donacion Consciente - Valle de Aburra,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000001,No puedo reprogramar mi cita,OTHER,P1,CLOSED,access,,,TICKET_STATUS_CHANGED,2026-02-11 08:55:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,NOTIFICATION,NOTIF-000471
163,user125@mail.com,Carolina Bernal,3947055169,Envigado,ACTIVE,AB-,SILVER,2026-02-15,SMS,Semana del Donante - Bogota,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000095,Problema con verificación de correo,NOTIFICATIONS,P2,CLOSED,reminder,reschedule,,TICKET_STATUS_CHANGED,2026-02-12 19:21:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,NOTIFICATION,NOTIF-000215
164,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000068,No me llegó el recordatorio,OTHER,P3,OPEN,bug,sms,email,TICKET_MESSAGE,2026-02-10 17:08:00,AGENT,Support Juan,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000336
165,user055@mail.com,Julian Diaz,3756551256,Bello,INACTIVE,B+,GOLD,2025-12-12,SMS,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000002,Me aparece mi cuenta duplicada,ACCOUNT,P3,OPEN,ui,,,TICKET_CREATED,2026-02-16 21:48:00,USER,Julian Diaz,No me funciona desde ayer.,,NOTIFICATION,NOTIF-000281
166,user164@mail.com,Santiago Herrera,3715437993,Sabaneta,ACTIVE,A+,SILVER,2025-09-02,EMAIL,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000087,Error al confirmar cita,CAMPAIGNS,P3,OPEN,sms,bug,,TICKET_MESSAGE,2026-02-19 13:25:00,AGENT,Support Lina,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000137
167,user101@mail.com,Sofia Bernal,3790104328,Bello,INACTIVE,O-,SILVER,2025-10-31,EMAIL,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000066,No puedo actualizar mis datos,OTHER,P1,OPEN,reminder,bug,ui,TICKET_MESSAGE,2026-02-19 11:45:00,AGENT,Support Andres,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000149
168,user069@mail.com,Daniel Castro,3247451712,Bogota,INACTIVE,B-,BRONZE,2025-12-11,WHATSAPP,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000007,No veo la campaña en mi ciudad,NOTIFICATIONS,P3,OPEN,duplicate,reschedule,,TICKET_MESSAGE,2026-02-11 08:05:00,USER,Daniel Castro,"Sigue igual, no me deja.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000269
169,user130@mail.com,Andres Diaz,3574733848,Bello,ACTIVE,A+,BRONZE,2026-02-05,SMS,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000047,No puedo reprogramar mi cita,APPOINTMENTS,P1,IN_PROGRESS,sms,bug,whatsapp,TICKET_STATUS_CHANGED,2026-02-17 16:04:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000462
170,user179@mail.com,Valentina Arias,3134074517,Medellin,ACTIVE,A-,GOLD,2026-01-29,SMS,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000084,Problema con verificación de correo,OTHER,P2,OPEN,verification,bug,,TICKET_MESSAGE,2026-02-19 20:23:00,AGENT,Support Andres,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000283
171,user037@mail.com,Paula Gomez,3729806990,Medellin,INACTIVE,A+,SILVER,2025-10-17,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000004,No puedo reprogramar mi cita,OTHER,P1,OPEN,duplicate,access,reschedule,TICKET_MESSAGE,2026-02-18 15:39:00,USER,Paula Gomez,"Gracias, quedo atento.",,NOTIFICATION,NOTIF-000180
172,user149@mail.com,David Bernal,3393638546,Sabaneta,ACTIVE,B+,SILVER,2025-12-02,SMS,Semana del Donante - Bogota,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000042,No puedo reprogramar mi cita,ACCOUNT,P3,OPEN,access,email,,TICKET_MESSAGE,2026-02-13 17:40:00,USER,David Bernal,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000052
173,user021@mail.com,Maria Torres,3182449353,Bello,ACTIVE,AB-,SILVER,2025-09-14,WHATSAPP,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000033,El SMS falló,CAMPAIGNS,P4,CLOSED,provider,reschedule,verification,TICKET_STATUS_CHANGED,2026-02-14 07:08:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,NOTIFICATION,NOTIF-000229
174,user134@mail.com,Maria Ramirez,3152742054,Itagui,ACTIVE,A+,GOLD,2026-02-11,EMAIL,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000059,Me aparece mi cuenta duplicada,CAMPAIGNS,P4,OPEN,ui,sms,,TICKET_MESSAGE,2026-02-17 14:45:00,USER,Maria Ramirez,"Gracias, quedo atento.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000082
175,user074@mail.com,Sofia Ramirez,3183933529,Medellin,ACTIVE,A+,BRONZE,2026-01-17,EMAIL,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000037,Me aparece mi cuenta duplicada,APPOINTMENTS,P1,IN_PROGRESS,timezone,,,TICKET_STATUS_CHANGED,2026-02-16 21:34:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000386
176,user133@mail.com,Paula Bernal,3240049915,Envigado,INACTIVE,AB-,BRONZE,2026-01-08,EMAIL,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000063,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,IN_PROGRESS,bug,reminder,access,TICKET_STATUS_CHANGED,2026-02-16 15:51:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000099
177,user098@mail.com,Sara Cortes,3468862392,Envigado,ACTIVE,AB-,SILVER,2026-01-20,WHATSAPP,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000029,Problema con verificación de correo,OTHER,P3,IN_PROGRESS,ui,,,TICKET_STATUS_CHANGED,2026-02-18 13:39:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000106
178,user124@mail.com,Luisa Bernal,3872982595,Bogota,INACTIVE,B+,GOLD,2025-11-26,SMS,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000065,Me aparece mi cuenta duplicada,CAMPAIGNS,P1,OPEN,timezone,,,TICKET_MESSAGE,2026-02-19 14:39:00,AGENT,Support Juan,¿Puedes confirmar tu número/correo?,,APPOINTMENT,APPT-000375
179,user014@mail.com,Santiago Navarro,3667010651,Bogota,ACTIVE,A-,GOLD,2025-12-24,WHATSAPP,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000083,El SMS falló,OTHER,P3,OPEN,access,,,TICKET_CREATED,2026-02-10 16:30:00,USER,Santiago Navarro,No me funciona desde ayer.,,NOTIFICATION,NOTIF-000444
180,user134@mail.com,Maria Ramirez,3152742054,Itagui,ACTIVE,A+,GOLD,2026-02-11,EMAIL,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000059,Me aparece mi cuenta duplicada,CAMPAIGNS,P4,OPEN,whatsapp,duplicate,bug,TICKET_CREATED,2026-02-17 11:48:00,USER,Maria Ramirez,"Hola, necesito ayuda con esto.",,NOTIFICATION,NOTIF-000082
181,user126@mail.com,Juan Perez,3972896230,Itagui,ACTIVE,A-,BRONZE,2025-12-22,EMAIL,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000089,No puedo actualizar mis datos,APPOINTMENTS,P4,OPEN,provider,,,TICKET_MESSAGE,2026-02-18 12:45:00,AGENT,Support Maria,Voy a escalarlo al proveedor.,,APPOINTMENT,APPT-000227
182,user119@mail.com,Carolina Torres,3537147321,Medellin,ACTIVE,AB+,GOLD,2025-12-17,WHATSAPP,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000077,Error al confirmar cita,NOTIFICATIONS,P3,CLOSED,failed,reminder,,TICKET_STATUS_CHANGED,2026-02-17 03:26:00,SYSTEM,system,Status changed from IN_PROGRESS to CLOSED,,APPOINTMENT,APPT-000107
183,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000081,El SMS falló,OTHER,P2,IN_PROGRESS,ui,,,TICKET_STATUS_CHANGED,2026-02-18 18:28:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000419
184,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Donacion Consciente - Valle de Aburra,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000006,El SMS falló,NOTIFICATIONS,P3,RESOLVED,email,duplicate,,TICKET_STATUS_CHANGED,2026-02-16 17:04:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000080
185,user066@mail.com,Andres Arias,3474367136,Itagui,ACTIVE,B+,GOLD,2025-11-15,WHATSAPP,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000064,No veo la campaña en mi ciudad,CAMPAIGNS,P4,IN_PROGRESS,reminder,duplicate,sms,TICKET_STATUS_CHANGED,2026-02-10 23:50:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000372
186,user071@mail.com,Sara Herrera,3612004711,Bogota,ACTIVE,AB+,SILVER,2025-12-04,SMS,Donacion Consciente - Valle de Aburra,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000069,No me llegó el recordatorio,ACCOUNT,P4,OPEN,access,,,TICKET_MESSAGE,2026-02-12 05:06:00,USER,Sara Herrera,"Sigue igual, no me deja.",https://example.local/att/evidence.png,NOTIFICATION,NOTIF-000116
187,user066@mail.com,Andres Arias,3474367136,Itagui,ACTIVE,B+,GOLD,2025-11-15,WHATSAPP,Donacion Consciente - Valle de Aburra,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000064,No veo la campaña en mi ciudad,CAMPAIGNS,P4,OPEN,reminder,timezone,,TICKET_MESSAGE,2026-02-10 17:38:00,AGENT,Support Lina,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000372
188,user055@mail.com,Julian Diaz,3756551256,Bello,INACTIVE,B+,GOLD,2025-12-12,SMS,Jornada Salvadores de Vida,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000002,Me aparece mi cuenta duplicada,ACCOUNT,P3,OPEN,failed,,,TICKET_MESSAGE,2026-02-17 03:30:00,AGENT,Support Andres,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000281
189,user010@mail.com,Luisa Bernal,3015430391,Medellin,INACTIVE,O-,GOLD,2025-10-03,WHATSAPP,Donacion Consciente - Valle de Aburra,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000072,No me llegó el recordatorio,CAMPAIGNS,P4,OPEN,verification,email,,TICKET_MESSAGE,2026-02-16 11:57:00,USER,Luisa Bernal,"Gracias, quedo atento.",,APPOINTMENT,APPT-000266
190,user040@mail.com,Maria Navarro,3299124190,Envigado,INACTIVE,AB+,GOLD,2025-10-21,WHATSAPP,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000048,Me aparece mi cuenta duplicada,OTHER,P3,RESOLVED,whatsapp,duplicate,access,TICKET_STATUS_CHANGED,2026-02-15 03:21:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,NOTIFICATION,NOTIF-000290
191,user144@mail.com,Sara Vargas,3830284395,Itagui,ACTIVE,A-,SILVER,2025-10-07,SMS,Reto Vida 2026 - Medellin,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000054,No puedo reprogramar mi cita,CAMPAIGNS,P1,IN_PROGRESS,provider,email,,TICKET_STATUS_CHANGED,2026-02-19 21:13:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000111
192,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000081,El SMS falló,OTHER,P2,OPEN,ui,access,,TICKET_MESSAGE,2026-02-18 13:10:00,AGENT,Support Lina,¿Puedes confirmar tu número/correo?,,NOTIFICATION,NOTIF-000419
193,user141@mail.com,Andres Arias,3226567661,Bello,ACTIVE,B-,BRONZE,2025-10-16,SMS,Semana del Donante - Bogota,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000050,Error al confirmar cita,OTHER,P3,OPEN,bug,sms,,TICKET_MESSAGE,2026-02-17 06:28:00,AGENT,Support Lina,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000116
194,user067@mail.com,Paula Castro,3090974395,Bogota,ACTIVE,B+,GOLD,2026-02-16,SMS,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000086,No me llegó el recordatorio,CAMPAIGNS,P2,IN_PROGRESS,access,provider,,TICKET_STATUS_CHANGED,2026-02-12 07:34:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000044
195,user149@mail.com,David Bernal,3393638546,Sabaneta,ACTIVE,B+,SILVER,2025-12-02,SMS,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000042,No puedo reprogramar mi cita,ACCOUNT,P3,IN_PROGRESS,bug,,,TICKET_STATUS_CHANGED,2026-02-13 21:54:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000052
196,user074@mail.com,Sofia Ramirez,3183933529,Medellin,ACTIVE,A+,BRONZE,2026-01-17,EMAIL,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000037,Me aparece mi cuenta duplicada,APPOINTMENTS,P1,OPEN,duplicate,,,TICKET_MESSAGE,2026-02-16 18:16:00,AGENT,Support Lina,"Ya validé el estado, te cuento:",,APPOINTMENT,APPT-000386
197,user088@mail.com,Juan Arias,3968164535,Bogota,ACTIVE,O-,GOLD,2026-01-09,WHATSAPP,Jornada Salvadores de Vida,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000026,Error al confirmar cita,OTHER,P4,OPEN,timezone,bug,email,TICKET_MESSAGE,2026-02-12 07:41:00,AGENT,Support Juan,"Ya validé el estado, te cuento:",,NOTIFICATION,NOTIF-000433
198,user082@mail.com,Santiago Rojas,3940244550,Bogota,ACTIVE,AB+,BRONZE,2025-10-07,SMS,Reto Vida 2026 - Medellin,Sabaneta,2026-02-01,2026-03-15,,,,,,,,TCK-000017,Problema con verificación de correo,OTHER,P1,OPEN,reminder,,,TICKET_MESSAGE,2026-02-18 23:01:00,USER,Santiago Rojas,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000170
199,user037@mail.com,Paula Gomez,3729806990,Medellin,INACTIVE,A+,SILVER,2025-10-17,WHATSAPP,Reto Vida 2026 - Medellin,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000004,No puedo reprogramar mi cita,OTHER,P1,OPEN,failed,,,TICKET_MESSAGE,2026-02-18 16:24:00,AGENT,Support Maria,Gracias por reportarlo. Estoy revisando.,,NOTIFICATION,NOTIF-000180
200,user073@mail.com,Daniel Torres,3585064317,Medellin,ACTIVE,O+,BRONZE,2025-11-25,WHATSAPP,Donacion Consciente - Valle de Aburra,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000058,No me llegó el recordatorio,APPOINTMENTS,P4,IN_PROGRESS,reminder,access,verification,TICKET_STATUS_CHANGED,2026-02-12 06:05:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,APPOINTMENT,APPT-000047
201,user152@mail.com,Julian Cortes,3252287280,Itagui,ACTIVE,O-,GOLD,2025-09-13,WHATSAPP,Reto Vida 2026 - Medellin,Itagui,2026-02-01,2026-03-15,,,,,,,,TCK-000093,No puedo reprogramar mi cita,CAMPAIGNS,P4,OPEN,bug,verification,,TICKET_CREATED,2026-02-17 14:42:00,USER,Julian Cortes,No me funciona desde ayer.,,APPOINTMENT,APPT-000074
202,user050@mail.com,Sara Herrera,3964990913,Bello,ACTIVE,B+,GOLD,2025-09-21,WHATSAPP,Donacion Consciente - Valle de Aburra,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000038,El SMS falló,CAMPAIGNS,P2,OPEN,bug,reminder,,TICKET_MESSAGE,2026-02-18 22:55:00,USER,Sara Herrera,Adjunto evidencia.,,APPOINTMENT,APPT-000089
203,user133@mail.com,Paula Bernal,3240049915,Envigado,INACTIVE,AB-,BRONZE,2026-01-08,EMAIL,Jornada Salvadores de Vida,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000063,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,OPEN,reminder,ui,provider,TICKET_CREATED,2026-02-16 07:41:00,USER,Paula Bernal,Tengo un problema y no sé qué pasó.,,APPOINTMENT,APPT-000099
204,user010@mail.com,Luisa Bernal,3015430391,Medellin,INACTIVE,O-,GOLD,2025-10-03,WHATSAPP,Semana del Donante - Bogota,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000072,No me llegó el recordatorio,CAMPAIGNS,P4,OPEN,duplicate,whatsapp,,TICKET_CREATED,2026-02-16 10:52:00,USER,Luisa Bernal,No me funciona desde ayer.,,APPOINTMENT,APPT-000266
205,user128@mail.com,Mateo Cortes,3858549733,Envigado,ACTIVE,A-,SILVER,2025-11-13,SMS,Semana del Donante - Bogota,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000092,No veo la campaña en mi ciudad,NOTIFICATIONS,P2,OPEN,email,duplicate,,TICKET_MESSAGE,2026-02-20 01:48:00,USER,Mateo Cortes,"Sigue igual, no me deja.",,NOTIFICATION,NOTIF-000416
206,user126@mail.com,Juan Perez,3972896230,Itagui,ACTIVE,A-,BRONZE,2025-12-22,EMAIL,Jornada Salvadores de Vida,Bogota,2026-02-01,2026-03-15,,,,,,,,TCK-000089,No puedo actualizar mis datos,APPOINTMENTS,P4,OPEN,access,ui,,TICKET_MESSAGE,2026-02-18 14:19:00,USER,Juan Perez,"Sí, confirmo los datos.",,APPOINTMENT,APPT-000227
207,user055@mail.com,Julian Diaz,3756551256,Bello,INACTIVE,B+,GOLD,2025-12-12,SMS,Semana del Donante - Bogota,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000002,Me aparece mi cuenta duplicada,ACCOUNT,P3,IN_PROGRESS,provider,email,whatsapp,TICKET_STATUS_CHANGED,2026-02-17 04:22:00,SYSTEM,system,Status changed from OPEN to IN_PROGRESS,,NOTIFICATION,NOTIF-000281
208,user046@mail.com,Andres Castro,3313518233,Bello,INACTIVE,B+,GOLD,2026-01-29,SMS,Jornada Salvadores de Vida,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000062,Problema con verificación de correo,APPOINTMENTS,P1,OPEN,whatsapp,reschedule,,TICKET_MESSAGE,2026-02-10 19:22:00,AGENT,Support Maria,¿Puedes confirmar tu número/correo?,,APPOINTMENT,APPT-000051
209,user149@mail.com,David Bernal,3393638546,Sabaneta,ACTIVE,B+,SILVER,2025-12-02,SMS,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,TCK-000042,No puedo reprogramar mi cita,ACCOUNT,P3,OPEN,sms,reminder,reschedule,TICKET_CREATED,2026-02-13 13:51:00,USER,David Bernal,No me funciona desde ayer.,,APPOINTMENT,APPT-000052
210,user096@mail.com,Andres Torres,3888059296,Bogota,ACTIVE,A+,GOLD,2026-02-07,WHATSAPP,Reto Vida 2026 - Medellin,Bello,2026-02-01,2026-03-15,,,,,,,,TCK-000057,No veo la campaña en mi ciudad,CAMPAIGNS,P4,RESOLVED,whatsapp,email,sms,TICKET_STATUS_CHANGED,2026-02-18 19:05:00,SYSTEM,system,Status changed from IN_PROGRESS to RESOLVED,,APPOINTMENT,APPT-000084
211,user174@mail.com,Maria Bernal,3859696915,Envigado,INACTIVE,A+,GOLD,2026-02-28,EMAIL,Semana del Donante - Bogota,Envigado,2026-02-01,2026-03-15,,,,,,,,TCK-000011,No me llegó el recordatorio,ACCOUNT,P2,OPEN,duplicate,bug,reminder,TICKET_CREATED,2026-02-15 11:28:00,USER,Maria Bernal,"Hola, necesito ayuda con esto.",,NOTIFICATION,NOTIF-000438
212,user052@mail.com,Sara Diaz,3349361832,Envigado,ACTIVE,O-,BRONZE,2025-10-13,EMAIL,Reto Vida 2026 - Medellin,Medellin,2026-02-01,2026-03-15,,,,,,,,,,,,,,,,CAMPAIGN_VIEWED,2026-02-18 23:43:00,,,,,CAMPAIGN,CMP-131098
